Series Name,"Series Code","Country Name","Country Code","1990 [YR1990]","2000 [YR2000]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]"
Income share held by lowest 10%,"SI.DST.FRST.10","IDA total","IDA","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Late-demographic dividend","LTE","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Latin America & Caribbean","LCN","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Latin America & Caribbean (excluding high income)","LAC","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Latin America & the Caribbean (IDA & IBRD countries)","TLA","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Least developed countries: UN classification","LDC","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Low & middle income","LMY","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Low income","LIC","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Lower middle income","LMC","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Middle East & North Africa","MEA","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Middle East & North Africa (excluding high income)","MNA","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Middle East & North Africa (IDA & IBRD countries)","TMN","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Middle income","MIC","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","North America","NAC","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Not classified","INX","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","OECD members","OED","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Other small states","OSS","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Pacific island small states","PSS","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Post-demographic dividend","PST","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Pre-demographic dividend","PRE","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Small states","SST","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","South Asia","SAS","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","South Asia (IDA & IBRD)","TSA","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Sub-Saharan Africa","SSF","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Sub-Saharan Africa (excluding high income)","SSA","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Sub-Saharan Africa (IDA & IBRD countries)","TSS","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","Upper middle income","UMC","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 10%,"SI.DST.FRST.10","World","WLD","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Afghanistan","AFG","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Albania","ALB","..","..","8.9","..","7","7.7","7.3","7.6","7.9","8.3","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Algeria","DZA","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","American Samoa","ASM","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Andorra","AND","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Angola","AGO","..","3.2","..","..","..","..","..","..","3.8","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Antigua and Barbuda","ATG","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Argentina","ARG","..","3.2","5","5","5.1","..","4.9","5.1","5","4.7","4.8",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Armenia","ARM","..","..","9","8.6","8.4","8.2","7.9","8.4","8.1","9","10.2",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Aruba","ABW","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Australia","AUS","..","..","..","..","7.4","..","7.4","..","7.3","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Austria","AUT","..","8.6","7.8","8.1","8","7.9","7.7","8","7.9","7.9","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Azerbaijan","AZE","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Bahamas, The","BHS","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Bahrain","BHR","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Bangladesh","BGD","..","8.6","..","..","..","..","8.6","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Barbados","BRB","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Belarus","BLR","..","7.9","9.5","9.5","9.3","9.7","9.9","9.9","10.1","10","10.3",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Belgium","BEL","..","8.4","8.7","8.6","8.6","8.6","8.6","8.7","8.9","9","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Belize","BLZ","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Benin","BEN","..","..","..","..","..","3.2","..","..","7","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Bermuda","BMU","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Bhutan","BTN","..","..","6.7","..","..","..","..","6.7","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Bolivia","BOL","..","1.1","3.4","3.6","3.8","3.9","3.7","3.9","4.5","5.1","4.7",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Bosnia and Herzegovina","BIH","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Botswana","BWA","..","..","..","..","..","3.9","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Brazil","BRA","2.3","..","3.4","3.5","3.6","3.6","3.3","3.2","3.1","3.1","4.5",".."
Income share held by lowest 20%,"SI.DST.FRST.20","British Virgin Islands","VGB","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Brunei Darussalam","BRN","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Bulgaria","BGR","..","..","6.2","5.7","6","5.3","5.4","5.7","5.7","5.7","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Burkina Faso","BFA","..","..","..","..","8.3","..","..","..","5.5","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Burundi","BDI","..","..","..","6.9","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Cabo Verde","CPV","..","..","..","..","..","5.7","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Cambodia","KHM","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Cameroon","CMR","..","..","..","..","4.5","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Canada","CAN","..","7.1","6.9","6.7","7.1","6.9","7.3","7.1","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Cayman Islands","CYM","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Central African Republic","CAF","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Chad","TCD","..","..","..","..","..","..","..","..","7.1","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Channel Islands","CHI","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Chile","CHL","3.4","3.8","..","5.5","..","5.7","..","5.8","..","..","5.5",".."
Income share held by lowest 20%,"SI.DST.FRST.20","China","CHN","8.3","..","5.3","6.2","6.2","6.4","6.5","6.4","6.5","6.7","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Colombia","COL","..","1.9","3.5","3.5","3.6","3.8","3.9","4.1","4","3.7","2.8",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Comoros","COM","..","..","..","..","4.5","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Congo, Dem. Rep.","COD","..","..","5.5","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Congo, Rep.","COG","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Costa Rica","CRI","3.8","3.9","4.2","4.1","4.2","4.3","4.2","4.4","4.3","4.4","4",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Cote d'Ivoire","CIV","..","..","..","..","..","5.7","..","..","7","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Croatia","HRV","..","..","6.9","7.1","7.1","7.3","7.3","7.4","7.8","8","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Cuba","CUB","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Curacao","CUW","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Cyprus","CYP","..","..","8","7.7","7.6","7.8","8.2","8.4","8.4","8.5","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Czech Republic","CZE","..","..","9.6","9.4","9.7","9.7","10","10.2","10.2","10.1","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Denmark","DNK","..","10.4","9.3","9.1","9.1","9.4","9.2","9.1","9.3","9.5","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Djibouti","DJI","..","..","4.3","4.9","..","..","..","5.4","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Dominica","DMA","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Dominican Republic","DOM","..","3.7","4.9","4.8","5.1","5","4.9","5.9","5.8","6","6.2",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Ecuador","ECU","..","3","4.3","4.5","4.8","4.6","4.7","4.7","4.6","4.5","4.1",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Egypt, Arab Rep.","EGY","8.7","..","9.8","..","..","9.1","..","9","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","El Salvador","SLV","..","3.2","5.7","5.5","5.8","6.1","5.9","6.4","6.2","6.3","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Equatorial Guinea","GNQ","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Eritrea","ERI","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Estonia","EST","..","..","7.3","6.8","7","7.5","7.8","8.1","8.1","8.1","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Eswatini","SWZ","..","4.5","..","..","..","..","3.7","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Ethiopia","ETH","..","..","..","..","..","7.3","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Faroe Islands","FRO","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Fiji","FJI","..","..","..","7.5","..","..","..","..","..","8.4","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Finland","FIN","..","9.6","9.4","9.3","9.4","9.4","9.4","9.4","9.3","9.2","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","France","FRA","..","8.2","7.8","8","8","7.9","8","8.1","8","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","French Polynesia","PYF","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Gabon","GAB","..","..","..","..","..","..","..","6","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Gambia, The","GMB","..","..","..","..","..","7.4","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Georgia","GEO","..","5.4","5.9","6.1","6.4","6.7","6.7","6.3","6.5","6.8","7",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Germany","DEU","..","8.8","8.2","8.1","8.1","7.9","7.9","7.9","7.9","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Ghana","GHA","..","..","5.4","..","..","..","4.7","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Gibraltar","GIB","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Greece","GRC","..","6.8","5.8","5.9","5.9","5.8","6.3","6.6","7.2","7","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Greenland","GRL","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Grenada","GRD","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Guam","GUM","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Guatemala","GTM","..","3.5","..","..","4.5","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Guinea","GIN","..","..","7.6","..","..","..","..","..","8.5","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Guinea-Bissau","GNB","..","..","..","..","..","..","..","..","7.8","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Guyana","GUY","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Haiti","HTI","..","..","5.5","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Honduras","HND","2.8","..","3","3.5","3.7","3.7","3.2","3.4","3.4","3.6","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Hong Kong SAR, China","HKG","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Hungary","HUN","..","..","7.6","7.5","7.6","7.8","8","7.9","8.2","8","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Iceland","ISL","..","..","9.3","9.9","9.4","9.5","9.4","9.7","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","India","IND","..","..","..","..","..","8.4","8.3","8.2","8.1","8.1","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Indonesia","IDN","8.8","9.4","7","7","7","6.9","6.8","6.7","6.8","7.1","7.1","7"
Income share held by lowest 20%,"SI.DST.FRST.20","Iran, Islamic Rep.","IRN","5.2","..","..","6.8","6.3","6.3","6.1","5.9","5.8","6","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Iraq","IRQ","..","..","8.8","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Ireland","IRL","..","7.8","7.5","7.3","7.9","8","7.9","8.4","8.7","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Isle of Man","IMN","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Israel","ISR","..","..","4.7","5","5","5","5.1","5.1","5.2","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Italy","ITA","..","6.3","6.3","6.2","6.2","5.9","6.1","6","6.1","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Jamaica","JAM","6.1","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Japan","JPN","..","..","..","7.7","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Jordan","JOR","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Kazakhstan","KAZ","..","..","9.4","9.8","9.9","10","9.8","9.8","9.8","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Kenya","KEN","..","..","..","..","..","6.2","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Kiribati","KIR","..","..","..","..","..","..","..","..","..","9.5","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Korea, Dem. People's Rep.","PRK","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Korea, Rep.","KOR","..","..","7.3","..","7.5","..","7.5","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Kosovo","XKX","..","..","8.8","9.7","9.1","9.5","9.4","9.2","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Kuwait","KWT","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Kyrgyz Republic","KGZ","..","8.6","9.6","9.3","10","9.5","10","9.9","9.9","9.6","9.4",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Lao PDR","LAO","..","..","7.6","..","..","..","..","..","7","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Latvia","LVA","..","..","6.5","6.5","6.6","7.1","6.9","6.7","7","7.1","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Lebanon","LBN","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Lesotho","LSO","..","..","..","..","..","..","..","4.6","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Liberia","LBR","..","..","..","..","7.7","..","7.2","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Libya","LBY","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Liechtenstein","LIE","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Lithuania","LTU","..","..","6.5","6.7","6","6.1","6","6.3","6.6","7","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Luxembourg","LUX","..","8.4","7.3","7.6","7.9","7.4","7.6","6.8","6.6","7.2","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Macao SAR, China","MAC","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Madagascar","MDG","..","..","5.7","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Malawi","MWI","..","..","..","..","..","..","6.4","..","..","6.9","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Malaysia","MYS","..","..","..","5.8","..","5.8","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Maldives","MDV","..","..","..","..","..","..","8.3","..","..","8.9","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Mali","MLI","..","..","..","..","..","..","..","..","7.5","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Malta","MLT","..","..","8.4","8.6","8.6","8.5","8.6","8.5","8.6","8.1","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Marshall Islands","MHL","..","..","..","..","..","..","..","..","..","7.2","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Mauritania","MRT","..","6.2","..","..","7.5","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Mauritius","MUS","..","..","7","..","..","..","..","7.2","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Mexico","MEX","..","3.7","4.5","..","4.7","..","4.7","..","4.9","..","5",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Micronesia, Fed. Sts.","FSM","..","..","..","5.5","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Moldova","MDA","..","6.9","9","9.1","9.7","9.7","10","10","10.2","10","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Monaco","MCO","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Mongolia","MNG","..","..","7.6","..","8.1","..","8","..","7.9","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Montenegro","MNE","..","..","4.5","5.2","5.1","5.2","5.2","5.1","5.3","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Morocco","MAR","6.6","6.5","..","6.7","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Mozambique","MOZ","..","..","..","..","4.2","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Myanmar","MMR","..","..","..","..","..","7.3","..","8.9","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Namibia","NAM","..","..","..","..","..","2.8","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Nauru","NRU","..","..","7.5","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Nepal","NPL","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Netherlands","NLD","8.3","..","9.1","8.9","8.8","8.9","8.8","8.8","8.9","8.6","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","New Caledonia","NCL","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","New Zealand","NZL","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Nicaragua","NIC","..","..","..","..","5.1","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Niger","NER","..","..","..","..","7.8","..","..","..","7.6","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Nigeria","NGA","..","..","7.1","..","..","7","..","..","7.1","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","North Macedonia","MKD","..","..","4.9","5.6","5.8","5.6","5.6","5.6","6.1","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Northern Mariana Islands","MNP","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Norway","NOR","..","9.7","9.4","9.3","9.1","9","8.6","8.9","8.9","8.8","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Oman","OMN","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Pakistan","PAK","8.1","..","..","9.5","..","9.3","..","..","9.6","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Palau","PLW","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Panama","PAN","..","2.1","3.2","3.3","3.4","3.4","3.3","3.4","3.6","3.6","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Papua New Guinea","PNG","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Paraguay","PRY","5.8","..","4.2","4.4","4","4.3","4.5","4.7","4.8","4.8","5.3",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Peru","PER","..","3.5","4.4","4.5","4.7","4.7","4.6","4.7","5","5.2","4.8",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Philippines","PHL","..","5.1","5.2","..","..","5.6","..","..","6.2","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Poland","POL","..","..","7.2","7.2","7.2","7.4","8","8.3","8.2","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Portugal","PRT","..","..","6.4","6.2","6.5","6.7","6.9","7.4","7.4","7.6","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Puerto Rico","PRI","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Qatar","QAT","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Romania","ROU","..","..","5.3","5","4.9","5.1","5.6","5.3","5.4","5.7","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Russian Federation","RUS","..","6.4","6.3","6.4","6.6","6.9","7","7.1","7.1","7.1","7.5",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Rwanda","RWA","..","5.2","..","6","..","..","6","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Samoa","WSM","..","..","..","6.8","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","San Marino","SMR","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Sao Tome and Principe","STP","..","7.9","..","..","..","..","..","6.4","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Saudi Arabia","SAU","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Senegal","SEN","..","..","..","..","..","..","..","..","7.1","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Serbia","SRB","..","..","4.7","4.7","4.3","4.4","4.5","5.2","5.9","6.4","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Seychelles","SYC","..","..","..","5.4","..","..","..","..","7","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Sierra Leone","SLE","..","..","..","..","..","..","..","..","7.9","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Singapore","SGP","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Sint Maarten (Dutch part)","SXM","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Slovak Republic","SVK","..","..","8.6","8.3","8.4","8.5","8.7","9.4","8.8","9.5","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Slovenia","SVN","..","..","9.4","9.2","9.4","9.6","9.7","10","10.1","10.1","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Solomon Islands","SLB","..","..","7","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Somalia","SOM","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","South Africa","ZAF","..","3.1","..","..","2.4","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","South Sudan","SSD","..","..","..","..","..","..","..","..","..","..","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Spain","ESP","7.7","7.1","6.1","5.7","5.7","5.8","5.7","6.2","6.2","6.2","..",".."
Income share held by lowest 20%,"SI.DST.FRST.20","Sri Lanka","LKA","8.7","..","7.3","..","..","..","7.1","..","..","..","..",".."
